Sidebar,Sectie,Slide,Naam,Key,Gebruikerswaarde,Minimumwaarde,Maximumwaarde,Standaardwaarde,Eenheid
Vraag,Energievraag industrie,Papier,Elektrische boiler,external_coupling_industry_other_paper_heater_electricity_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Papier,Power-to-heat boiler voor H2 en gasketels,external_coupling_industry_other_paper_p2h_capacity,,0.0,68.1781011831203,0.0,MW
Vraag,Energievraag industrie,Papier,Stoomnet,external_coupling_industry_other_paper_steam_hot_water_share,,0.0,100.0,8.677347237578143,%
Vraag,Energievraag industrie,Papier,Vraag energetisch (excl. elektriciteit),external_coupling_industry_other_paper_useful_energetic_demand_excluding_electricity,,0.0,68.1781011831203,0.02173138919317251,PJ
Vraag,Energievraag industrie,Papier,Vraag energetisch naar elektriciteit,external_coupling_industry_other_paper_useful_energetic_demand_for_electricity,,0.0,68.1781011831203,0.012685362140260972,PJ
Vraag,Energievraag industrie,Papier,Stoomnet,industry_final_demand_for_other_paper_steam_hot_water_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Papier,Kolenketel,industry_other_paper_burner_coal_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Papier,Olieketel,industry_other_paper_burner_crude_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Papier,Waterstofketel,industry_other_paper_burner_hydrogen_share,23.8,0.0,100.0,23.8,%
Vraag,Energievraag industrie,Papier,Gasketel,industry_other_paper_burner_network_gas_share,76.2,0.0,100.0,76.2,%
Vraag,Energievraag industrie,Papier,Biomassaketel,industry_other_paper_burner_wood_pellets_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Papier,Elektrische boiler,industry_other_paper_heater_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Papier,Grootte,industry_useful_demand_for_other_paper,100.0,0.0,300.0,100.0,%
Vraag,Energievraag industrie,Papier,Elektriciteit,industry_useful_demand_for_other_paper_electricity_efficiency,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Papier,Warmte,industry_useful_demand_for_other_paper_useable_heat_efficiency,50.0,0.0,100.0,50.0,%
Vraag,Energievraag industrie,Staal,Hoogoven,external_coupling_industry_metal_steel_blastfurnace_bof_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Staal,Cycloonoven,external_coupling_industry_metal_steel_cyclonefurnace_bof_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,DRI (waterstof),external_coupling_industry_metal_steel_dri_hydrogen_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,DRI (netwerkgas),external_coupling_industry_metal_steel_dri_network_gas_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Energetische conversie-efficiëntie,external_coupling_industry_metal_steel_efficiency,,0.0,100.0,13.98,%
Vraag,Energievraag industrie,Staal,Kolengas,external_coupling_industry_metal_steel_energetic_coal_gas_share,,0.0,100.0,56.830000000000005,%
Vraag,Energievraag industrie,Staal,Kolen,external_coupling_industry_metal_steel_energetic_coal_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Kooks,external_coupling_industry_metal_steel_energetic_cokes_share,,0.0,100.0,0.08,%
Vraag,Energievraag industrie,Staal,Olie,external_coupling_industry_metal_steel_energetic_crude_oil_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Elektriciteit,external_coupling_industry_metal_steel_energetic_electricity_share,,0.0,100.0,19.3,%
Vraag,Energievraag industrie,Staal,Waterstof,external_coupling_industry_metal_steel_energetic_hydrogen_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Netwerkgas,external_coupling_industry_metal_steel_energetic_network_gas_share,,0.0,100.0,23.77,%
Vraag,Energievraag industrie,Staal,Stoomnet,external_coupling_industry_metal_steel_energetic_steam_hot_water_share,,0.0,100.0,0.02,%
Vraag,Energievraag industrie,Staal,Biomassa,external_coupling_industry_metal_steel_energetic_wood_pellets_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Externe koppelingsroute,external_coupling_industry_metal_steel_external_coupling_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Vaste onderhoudskosten,external_coupling_industry_metal_steel_fixed_om_costs,,0.0,100000000000.0,0.0,€/year/Mton
Vraag,Energievraag industrie,Staal,Investeringskosten,external_coupling_industry_metal_steel_investment_costs,,0.0,100000000000000.0,0.0,€/Mton
Vraag,Energievraag industrie,Staal,Recycling / HBI,external_coupling_industry_metal_steel_scrap_hbi_eaf_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Technische levensduur,external_coupling_industry_metal_steel_technical_lifetime,,0.00681781011831203,0.681781011831203,15.0,year
Vraag,Energievraag industrie,Staal,Productiegrootte,external_coupling_industry_metal_steel_total_demand,,0.0,99900.0,100.0,%
Vraag,Energievraag industrie,Staal,WACC,external_coupling_industry_metal_steel_wacc,,0.0,1.0,0.0,%
Vraag,Energievraag industrie,Staal,Hoogoven,industry_steel_blastfurnace_bof_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Cycloonoven,industry_steel_cyclonefurnace_bof_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Houtpellets in cycloonoven,industry_steel_cyclonefurnace_bof_wood_pellets_share,0.0,0.0,40.0,0.0,%
Vraag,Energievraag industrie,Staal,DRI (waterstof),industry_steel_dri_hydrogen_share,100.0,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Staal,DRI (netwerkgas),industry_steel_dri_network_gas_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Staal,Staal,industry_steel_production,125.0,0.0,300.0,125.0,%
Vraag,Energievraag industrie,Staal,Recycling / HBI,industry_steel_scrap_hbi_eaf_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Bronnen stoomnet,Gas STEG WKK,capacity_of_industry_chp_combined_cycle_gas_power_fuelmix,,0.0,199.1429993243648,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Gasmotor-WKK,capacity_of_industry_chp_engine_gas_power_fuelmix,,0.0,175.67096243294307,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Gasturbine-WKK,capacity_of_industry_chp_turbine_gas_power_fuelmix,,0.0,212.50519649146338,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Waterstofturbine-WKK,capacity_of_industry_chp_turbine_hydrogen,,0.0,63.49552859022039,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Poederkolen-WKK,capacity_of_industry_chp_ultra_supercritical_coal,,0.0,117.11397495529539,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Biomassa-WKK,capacity_of_industry_chp_wood_pellets,,0.0,87.83548121647154,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Kolenketel,capacity_of_industry_heat_burner_coal,,0.0,240.64515401773025,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Olieketel,capacity_of_industry_heat_burner_crude_oil,,0.0,240.64515401773025,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Waterstofketel,capacity_of_industry_heat_burner_hydrogen,,0.0,66.71049206314294,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Geothermie,capacity_of_industry_heat_well_geothermal,,0.0,75.28755532840417,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Gas STEG WKK,external_coupling_capacity_of_industry_chp_combined_cycle_gas_power_fuelmix,,0.0,199.1429993243648,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Gasmotor-WKK,external_coupling_capacity_of_industry_chp_engine_gas_power_fuelmix,,0.0,175.67096243294307,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Gasturbine-WKK,external_coupling_capacity_of_industry_chp_turbine_gas_power_fuelmix,,0.0,212.50519649146338,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Waterstofturbine-WKK,external_coupling_capacity_of_industry_chp_turbine_hydrogen,,0.0,63.49552859022039,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Poederkolen-WKK,external_coupling_capacity_of_industry_chp_ultra_supercritical_coal,,0.0,117.11397495529539,0.0,MW
Vraag,Energievraag industrie,Bronnen stoomnet,Biomassa-WKK,external_coupling_capacity_of_industry_chp_wood_pellets,,0.0,87.83548121647154,0.0,MW
Vraag,Energievraag Overige Gebruikers,Vraagontwikkeling,Elektriciteit,other_useful_demand_electricity,0.0,-5.0,5.0,0.0,%
Vraag,Energievraag Overige Gebruikers,Vraagontwikkeling,Niet-energetisch,other_useful_demand_non_energetic,0.0,-5.0,5.0,0.0,%
Vraag,Energievraag Overige Gebruikers,Vraagontwikkeling,Warmte,other_useful_demand_useable_heat,0.0,-5.0,5.0,0.0,%
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Ammoniak,transport_ship_using_ammonia_share,10.0,0.0,100.0,10.0,%
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Diesel (single / dual / multi-fuel motor),transport_ship_using_diesel_mix_share,35.0,0.0,100.0,35.0,%
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Elektriciteit,transport_ship_using_electricity_share,15.0,0.0,100.0,15.0,%
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Waterstof,transport_ship_using_hydrogen_share,15.0,0.0,100.0,15.0,%
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,LNG (mix),transport_ship_using_lng_mix_share,25.0,0.0,100.0,25.0,%
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Methanol (mix),transport_ship_using_methanol_mix_share,,0.0,100.0,0.0,%
Vraag,Vrachtvervoer,Technologie goederentreinen,Diesel,transport_freight_train_using_diesel_mix_share,0.0,0.0,100.0,0.0,%
Vraag,Vrachtvervoer,Technologie goederentreinen,Elektriciteit,transport_freight_train_using_electricity_share,100.0,0.0,100.0,100.0,%
Vraag,Vrachtvervoer,Technologie goederentreinen,Waterstof,transport_freight_train_using_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Vrachtvervoer,Applicaties,Treinen,transport_freight_trains_share,,0.0,100.0,4.266855115374553,%
Vraag,Vrachtvervoer,Applicaties,Binnenvaartschepen,transport_ships_share,,0.0,100.0,49.76555157168161,%
Vraag,Vrachtvervoer,Applicaties,Vrachtwagens,transport_trucks_share,,0.0,100.0,45.33015702861089,%
Vraag,Vrachtvervoer,Applicaties,Vrachtvervoer,transport_useful_demand_freight_tonne_kms,1.0,-5.0,5.0,1.0,%
Vraag,Vrachtvervoer,Applicaties,Bestelbussen,transport_vans_share,,0.0,100.0,0.6374362843329529,%
Vraag,Vrachtvervoer,Technologie vrachtwagens,Gecomprimeerd aardgas (CNG),transport_truck_using_compressed_natural_gas_share,0.0,0.0,100.0,0.0,%
Vraag,Vrachtvervoer,Technologie vrachtwagens,Diesel,transport_truck_using_diesel_mix_share,11.5,0.0,100.0,11.5,%
Vraag,Vrachtvervoer,Technologie vrachtwagens,Elektriciteit,transport_truck_using_electricity_share,77.7,0.0,100.0,77.7,%
Vraag,Vrachtvervoer,Technologie vrachtwagens,Benzine,transport_truck_using_gasoline_mix_share,0.1,0.0,100.0,0.1,%
Vraag,Vrachtvervoer,Technologie vrachtwagens,Waterstof,transport_truck_using_hydrogen_share,5.4,0.0,100.0,5.4,%
Vraag,Vrachtvervoer,Technologie vrachtwagens,LNG,transport_truck_using_lng_mix_share,5.3,0.0,100.0,5.3,%
Vraag,Vrachtvervoer,Technologie bestelbussen,Gecomprimeerd aardgas (CNG),transport_van_using_compressed_natural_gas_share,0.1,0.0,100.0,0.1,%
Vraag,Vrachtvervoer,Technologie bestelbussen,Diesel,transport_van_using_diesel_mix_share,23.8,0.0,100.0,23.8,%
Vraag,Vrachtvervoer,Technologie bestelbussen,Elektriciteit,transport_van_using_electricity_share,74.6,0.0,100.0,74.6,%
Vraag,Vrachtvervoer,Technologie bestelbussen,Benzine,transport_van_using_gasoline_mix_share,0.9,0.0,100.0,0.9,%
Vraag,Vrachtvervoer,Technologie bestelbussen,Waterstof,transport_van_using_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Vrachtvervoer,Technologie bestelbussen,LPG,transport_van_using_lpg_share,0.6,0.0,100.0,0.6,%
Vraag,Transportbrandstoffen,Binnenlandse luchtvaart,Biokerosine,transport_aviation_mixer_kerosene_bio_kerosene_share,,0.0,100.0,0.0,%
Vraag,Transportbrandstoffen,Binnenlandse luchtvaart,Kerosine,transport_aviation_mixer_kerosene_kerosene_share,,0.0,100.0,100.0,%
Vraag,Transportbrandstoffen,Internationale luchtvaart,Biokerosine,bunkers_plane_using_bio_kerosene_share,34.0,0.0,100.0,34.0,%
Vraag,Transportbrandstoffen,Internationale luchtvaart,Kerosine,bunkers_plane_using_kerosene_share,66.0,0.0,100.0,66.0,%
Vraag,Transportbrandstoffen,Internationale scheepvaart,Bio-LNG,bunkers_ship_using_bio_lng_share,,0.0,100.0,0.0,%
Vraag,Transportbrandstoffen,Internationale scheepvaart,Biomethanol,bunkers_ship_using_biomethanol_share,,0.0,100.0,0.0,%
Vraag,Transportbrandstoffen,Internationale scheepvaart,LNG,bunkers_ship_using_lng_share,19.6,0.0,100.0,19.6,%
Vraag,Transportbrandstoffen,Internationale scheepvaart,Methanol,bunkers_ship_using_methanol_share,,0.0,100.0,100.0,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Bio-ethanol,transport_shipping_mixer_diesel_bio_ethanol_share,0.0,0.0,100.0,0.0,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Bio-LNG,transport_shipping_mixer_diesel_bio_lng_share,0.0,0.0,100.0,0.0,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Biodiesel,transport_shipping_mixer_diesel_biodiesel_share,47.7,0.0,100.0,47.7,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Diesel,transport_shipping_mixer_diesel_diesel_share,52.3,0.0,100.0,52.3,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Zware stookolie,transport_shipping_mixer_diesel_heavy_fuel_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,LNG,transport_shipping_mixer_diesel_lng_share,0.0,0.0,100.0,0.0,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Bio-LNG,transport_shipping_mixer_lng_bio_lng_share,33.0,0.0,100.0,33.0,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,LNG,transport_shipping_mixer_lng_lng_share,67.0,0.0,100.0,67.0,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Biomethanol,transport_shipping_mixer_methanol_biomethanol_share,,0.0,100.0,0.0,%
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Methanol,transport_shipping_mixer_methanol_methanol_share,,0.0,100.0,100.0,%
Vraag,Transportbrandstoffen,Wegverkeer,Biodiesel,transport_road_mixer_diesel_biodiesel_share,45.0,0.0,100.0,45.0,%
Vraag,Transportbrandstoffen,Wegverkeer,Diesel,transport_road_mixer_diesel_diesel_share,55.0,0.0,100.0,55.0,%
Vraag,Transportbrandstoffen,Wegverkeer,Bio-ethanol,transport_road_mixer_gasoline_ethanol_share,45.0,0.0,100.0,45.0,%
Vraag,Transportbrandstoffen,Wegverkeer,Benzine,transport_road_mixer_gasoline_gasoline_share,55.0,0.0,100.0,55.0,%
Vraag,Transportbrandstoffen,Wegverkeer,Bio-LNG,transport_road_mixer_lng_bio_lng_share,45.0,0.0,100.0,45.0,%
Vraag,Transportbrandstoffen,Wegverkeer,LNG,transport_road_mixer_lng_lng_share,55.0,0.0,100.0,55.0,%
Vraag,Transportbrandstoffen,Treinverkeer,Biodiesel,transport_rail_mixer_diesel_biodiesel_share,44.8,0.0,100.0,44.8,%
Vraag,Transportbrandstoffen,Treinverkeer,Diesel,transport_rail_mixer_diesel_diesel_share,55.2,0.0,100.0,55.2,%
Vraag,Internationaal transport,Technologie internationale luchtvaart,Elektriciteit,bunkers_aviation_using_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Internationaal transport,Technologie internationale luchtvaart,Waterstof,bunkers_aviation_using_hydrogen_share,5.0,0.0,100.0,5.0,%
Vraag,Internationaal transport,Technologie internationale luchtvaart,Kerosine (mix),bunkers_aviation_using_kerosene_mix_share,95.0,0.0,100.0,95.0,%
Vraag,Internationaal transport,Technologie internationale scheepvaart,Ammoniak,bunkers_ship_using_ammonia_share,34.4,0.0,100.0,34.4,%
Vraag,Internationaal transport,Technologie internationale scheepvaart,Elektriciteit,bunkers_ship_using_electricity_share,1.5,0.0,100.0,1.5,%
Vraag,Internationaal transport,Technologie internationale scheepvaart,Zware stookolie (HFO),bunkers_ship_using_heavy_fuel_oil_share,39.6,0.0,100.0,39.6,%
Vraag,Internationaal transport,Technologie internationale scheepvaart,Waterstof,bunkers_ship_using_hydrogen_share,4.9,0.0,100.0,4.9,%
Vraag,Internationaal transport,Technologie internationale scheepvaart,LNG (mix),bunkers_ship_using_lng_mix_share,,0.0,100.0,0.0,%
Vraag,Internationaal transport,Technologie internationale scheepvaart,Methanol (mix),bunkers_ship_using_methanol_mix_share,,0.0,100.0,0.0,%
Vraag,Internationaal transport,Internationaal transport,Internationale luchtvaart,bunkers_allocated_percentage_aviation,,0.0,100.0,0.0,%
Vraag,Internationaal transport,Internationaal transport,Internationale scheepvaart,bunkers_allocated_percentage_shipping,,0.0,100.0,0.0,%
Vraag,Internationaal transport,Mobiliteitsgroei,Internationale luchtvaart,bunkers_useful_demand_planes,0.0,-10.0,10.0,0.0,%
Vraag,Internationaal transport,Mobiliteitsgroei,Internationale scheepvaart,bunkers_useful_demand_ships,0.0,-5.0,5.0,0.0,%
Vraag,Passagiersvervoer,Technologie fietsen,E-bike,transport_bicycle_using_electricity_share,43.0,0.0,100.0,43.0,%
Vraag,Passagiersvervoer,Technologie fietsen,Fiets,transport_bicycle_using_human_power_share,57.0,0.0,100.0,57.0,%
Vraag,Passagiersvervoer,Technologie bussen,Gecomprimeerd aardgas (CNG),transport_bus_using_compressed_natural_gas_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie bussen,Diesel,transport_bus_using_diesel_mix_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie bussen,Elektriciteit,transport_bus_using_electricity_share,99.0,0.0,100.0,99.0,%
Vraag,Passagiersvervoer,Technologie bussen,Benzine,transport_bus_using_gasoline_mix_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie bussen,Waterstof,transport_bus_using_hydrogen_share,1.0,0.0,100.0,1.0,%
Vraag,Passagiersvervoer,Technologie bussen,LNG,transport_bus_using_lng_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie auto's,Gecomprimeerd aardgas (CNG),transport_car_using_compressed_natural_gas_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie auto's,Diesel,transport_car_using_diesel_mix_share,2.5,0.0,100.0,2.5,%
Vraag,Passagiersvervoer,Technologie auto's,Elektriciteit,transport_car_using_electricity_share,74.2,0.0,100.0,74.2,%
Vraag,Passagiersvervoer,Technologie auto's,Benzine,transport_car_using_gasoline_mix_share,23.0,0.0,100.0,23.0,%
Vraag,Passagiersvervoer,Technologie auto's,Waterstof,transport_car_using_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie auto's,LPG,transport_car_using_lpg_share,0.3,0.0,100.0,0.3,%
Vraag,Passagiersvervoer,Technologie binnenlandse luchtvaart,Bio-ethanol,transport_plane_using_bio_ethanol_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie binnenlandse luchtvaart,Elektriciteit,transport_plane_using_electricity_share,5.0,0.0,100.0,5.0,%
Vraag,Passagiersvervoer,Technologie binnenlandse luchtvaart,Benzine,transport_plane_using_gasoline_share,3.0,0.0,100.0,3.0,%
Vraag,Passagiersvervoer,Technologie binnenlandse luchtvaart,Waterstof,transport_plane_using_hydrogen_share,20.0,0.0,100.0,20.0,%
Vraag,Passagiersvervoer,Technologie binnenlandse luchtvaart,Kerosine (mix),transport_plane_using_kerosene_mix_share,72.0,0.0,100.0,72.0,%
Vraag,Passagiersvervoer,Technologie motorfietsen,Elektriciteit,transport_motorcycle_using_electricity_share,20.0,0.0,100.0,20.0,%
Vraag,Passagiersvervoer,Technologie motorfietsen,Benzine,transport_motorcycle_using_gasoline_mix_share,80.0,0.0,100.0,80.0,%
Vraag,Passagiersvervoer,Technologie passagierstreinen,Kolen,transport_passenger_train_using_coal_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie passagierstreinen,Diesel,transport_passenger_train_using_diesel_mix_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Technologie passagierstreinen,Elektriciteit,transport_passenger_train_using_electricity_share,100.0,0.0,100.0,100.0,%
Vraag,Passagiersvervoer,Technologie passagierstreinen,Waterstof,transport_passenger_train_using_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Applicaties,Fietsen,transport_bicycles_share,,0.0,100.0,7.441018964197552,%
Vraag,Passagiersvervoer,Applicaties,Bussen,transport_busses_share,,0.0,100.0,3.259254133154974,%
Vraag,Passagiersvervoer,Applicaties,Auto's,transport_cars_share,,0.0,100.0,75.92936467703146,%
Vraag,Passagiersvervoer,Applicaties,Motorfietsen,transport_motorcycles_share,,0.0,100.0,2.4375838446425715,%
Vraag,Passagiersvervoer,Applicaties,Treinen,transport_passenger_trains_share,,0.0,100.0,10.52764941177791,%
Vraag,Passagiersvervoer,Applicaties,Binnenlandse vliegtuigen,transport_planes_share,,0.0,100.0,0.0,%
Vraag,Passagiersvervoer,Applicaties,Trams/metro's,transport_trams_share,,0.0,100.0,0.4051289691955451,%
Vraag,Passagiersvervoer,Applicaties,Passagiersvervoer,transport_useful_demand_passenger_kms,0.9,-5.0,5.0,0.9,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Direct air capture (DAC),demand_of_molecules_direct_air_capture_co2,0.0,0.0,0.8501080775676426,0.0,Mton
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Afval WKK + CCS,external_coupling_energy_chp_supercritical_ccs_waste_mix_captured_co2,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Biomassa-WKK + CCS (HT) (regelbaar),share_of_energy_chp_local_ht_wood_pellets_ccs_dispatchable,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Biomassa-WKK + CCS (HT) (must-run),share_of_energy_chp_local_ht_wood_pellets_ccs_must_run,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Biomassa-WKK + CCS (MT) (regelbaar),share_of_energy_chp_local_mt_wood_pellets_ccs_dispatchable,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Biomassa-WKK + CCS (MT) (must-run),share_of_energy_chp_local_mt_wood_pellets_ccs_must_run,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Afval WKK + CCS (HT),share_of_energy_chp_supercritical_ccs_ht_waste_mix,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Afval WKK + CCS (MT),share_of_energy_chp_supercritical_ccs_mt_waste_mix,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Autothermische reforming (niet-regelbaar) + CCS,share_of_energy_hydrogen_autothermal_reformer_ccs_must_run,100.0,0.0,100.0,100.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Biomassavergassing + CCS,share_of_energy_hydrogen_biomass_gasification_ccs,100.0,0.0,100.0,100.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Stoomreforming (niet-regelbaar) + CCS,share_of_energy_hydrogen_steam_methane_reformer_ccs_must_run,100.0,0.0,100.0,100.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Kolenvergassing + CCS,share_of_energy_power_combined_cycle_ccs_coal,0.0,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Gas STEG + CCS,share_of_energy_power_combined_cycle_ccs_network_gas,0.0,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Afvalverbranding + CCS,share_of_energy_power_supercritical_ccs_waste_mix,0.0,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Poederkolen + CCS,share_of_energy_power_ultra_supercritical_ccs_coal,100.0,0.0,100.0,100.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Biomassacentrale + CCS (regelbaar),share_of_energy_power_wood_pellets_ccs_dispatchable,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de energiesector,Biomassacentrale + CCS (must-run),share_of_energy_power_wood_pellets_ccs_must_run,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Import van CO<sub>2</sub>,Import CO<sub>2</sub>,volume_of_molecules_import_co2_baseload,0.0,0.0,0.8501080775676426,0.0,Mton
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de industriesector,CO2-afvangpotentieel van emissies,external_coupling_industry_chemical_fertilizers_combustion_ccus_capture_potential,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de industriesector,Afgevangen CO2 van potentieel,external_coupling_industry_chemical_fertilizers_combustion_ccus_captured_co2,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de industriesector,Elektriciteitsverbruik van CO2-afvang,external_coupling_industry_chemical_fertilizers_combustion_ccus_electricity_use,,0.0,0.03408905059156015,0.0,PJ/Mton
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de industriesector,CO2-afvangpotentieel van emissies,external_coupling_industry_chemical_fertilizers_processes_ccus_capture_potential,,0.0,100.0,0.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de industriesector,Afgevangen CO2 van potentieel,external_coupling_industry_chemical_fertilizers_processes_ccus_captured_co2,,0.0,100.0,65.0,%
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de industriesector,Elektriciteitsverbruik van CO2-afvang,external_coupling_industry_chemical_fertilizers_processes_ccus_electricity_use,,0.0,0.03408905059156015,0.0,PJ/Mton
Emissies,"Koolstofafvang, -gebruik en -opslag",Afvang van CO<sub>2</sub> in de industriesector,CO2-afvangpotentie,external_coupling_industry_chemical_other_ccus_capture_potential,,0.0,100.0,0.0,%
